anime_id,Name,Score,Genres,English name,Japanese name,sypnopsis,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped
266,Gunparade March: Arata Naru Kougunka,6.8,"Drama, Mecha, Military, Romance, Sci-Fi, Shounen, Slice of Life",Gunparade March:A New Song for the March,ガンパレード・マーチ -新たなる行軍歌-,"It began in 1945, at the end of the Pacific War. Alien invaders filled the earth's Skies, and mankind was forced to confront an unprecedented threat. For the first time in human history, people of all cultures came together under one banner. This war has now been raging for over fifty years. Countless lives have been lost, and the Japanese military is now forced to rely on young people such as Atsushi Hayami and his high school class, also known as Unit 5121. This new generation fearlessly struggles on with the aid of the HWT humanoid combat machines and the devastating PBE bomb. (Source: Media Blasters)",TV,12,"Feb 6, 2003 to Apr 24, 2003",Winter 2003,"Rondo Robe, d-rights","Media Blasters, Maiden Japan",J.C.Staff,Game,23 min. per ep.,PG-13 - Teens 13 or older,4435.0,4264,14072,26,624,7330,445,556
267,Gungrave,7.87,"Action, Drama, Sci-Fi, Seinen, Super Power",Gungrave,ガングレイヴ,"Brandon Heat and Harry MacDowel, two friends so close they could be called brothers, receive an abrupt and violent reminder one fateful day of how appallingly merciless the world around them can be. Their whole lives before then were simple and easygoing, consisting largely of local brawls, seducing women, and committing petty theft to make a living and pass the time. What they failed to realize is that in this cruel world, happiness is fleeting, and change is inevitable. Enter Millennion, the largest and most infamous mafia syndicate in the area, which accepts Brandon and Harry into their ranks and starts them at the bottom of the food chain. Harry has ambitions to ascend the ranks and one day replace Big Daddy as the supreme leader of Millennion, while Brandon only wishes to support his friend and appease Big Daddy who has taken custody of the woman Brandon loves. Based off the third-person shooter video game under the same name, Gungrave is an epic story of friendship, betrayal, and avarice that spans the course of several years, ultimately tying back to the gripping and foreboding first episode, all the while building up to the story's thrilling conclusion.",TV,26,"Oct 7, 2003 to Mar 30, 2004",Fall 2003,Tohokushinsha Film Corporation,"Funimation, Geneon Entertainment USA",Madhouse,Game,25 min. per ep.,R - 17+ (violence & profanity),714.0,963,154185,2294,6307,72321,5672,5466
268,Golden Boy,8.03,"Adventure, Comedy, Ecchi",Golden Boy,ゴールデンボーイ,"Kintarou Ooe is a specialist in part-time work, riding all over the highways and byways of Japan on his trusty steed, the Mikazuki 5, and finding employment wherever he can. His adventures bring him knowledge and experience that can't be taught in a classroom, from political corruption to the delicacy of a young woman's heart. With nothing but the open road before him—not to mention the many beautiful women along the way—Kintarou pursues his spirit of education while attempting to hold down his various odd jobs, however undignified they may be. As he learns from each task he takes on, who knows what could happen? He might even be able to save the world one day. One thing is for sure—this will all be very educational!",OVA,6,"Oct 27, 1995 to Jun 28, 1996",Unknown,"KSS, Shueisha","ADV Films, Media Blasters, Discotek Media",APPP,Manga,29 min. per ep.,R+ - Mild Nudity,507.0,579,251683,3784,8418,176125,4379,3914
269,Bleach,7.8,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",Bleach,BLEACH - ブリーチ -,"Ichigo Kurosaki is an ordinary high schooler—until his family is attacked by a Hollow, a corrupt spirit that seeks to devour human souls. It is then that he meets a Soul Reaper named Rukia Kuchiki, who gets injured while protecting Ichigo's family from the assailant. To save his family, Ichigo accepts Rukia's offer of taking her powers and becomes a Soul Reaper as a result. However, as Rukia is unable to regain her powers, Ichigo is given the daunting task of hunting down the Hollows that plague their town. However, he is not alone in his fight, as he is later joined by his friends—classmates Orihime Inoue, Yasutora Sado, and Uryuu Ishida—who each have their own unique abilities. As Ichigo and his comrades get used to their new duties and support each other on and off the battlefield, the young Soul Reaper soon learns that the Hollows are not the only real threat to the human world.",TV,366,"Oct 5, 2004 to Mar 27, 2012",Fall 2004,"TV Tokyo, Aniplex, Dentsu, TV Tokyo Music, Studio Kelmadick, Shueisha",VIZ Media,Studio Pierrot,Manga,24 min. per ep.,PG-13 - Teens 13 or older,818.0,33,1286382,54386,207985,638922,130961,174710
270,Hellsing,7.5,"Action, Horror, Supernatural, Vampire, Seinen",Hellsing,Hellsing [ヘルシング],"Hellsing, an organization specializing in dealing with supernatural threats, is called in to eliminate a vampire that is turning the villagers of Cheddar into ghouls. To put an end to this, the leader of the organization, Sir Integra Fairbrook Wingates Hellsing, dispatches her most formidable asset: a powerful vampire known as Alucard. Armed with only a single handgun, Alucard wreaks havoc on the monsters plaguing Cheddar. However, a young police officer, Seras Victoria, gets caught up in the chaos and becomes mortally wounded as a result. Taking pity on the girl, Alucard gives her a choice: die as a human or live on as a vampire. Seras accepts his offer and begins a new life as a member of Hellsing. Though it was her decision, Seras struggles with the fact that she is no longer human. Nevertheless, she must embrace being a creature of the night soon if she wants to survive on the front lines in the fight between humans and the supernatural.",TV,13,"Oct 11, 2001 to Jan 17, 2002",Fall 2001,"Fuji TV, Pioneer LDC","Funimation, Geneon Entertainment USA",Gonzo,Manga,23 min. per ep.,R - 17+ (violence & profanity),1586.0,205,549632,5798,21198,378129,15518,16327
271,Gad Guard,6.7,"Sci-Fi, Adventure, Mecha, Shounen",Unknown,ガドガード,"Several hundred years in the future, the resources of the Earth runs out, and the progression of the human race has stagnated. The world is now divided into ""Units."" A boy named Hajiki Sanada lives with his mother and sister in Unit 74, in a place called ""Night Town,"" in which all electricity is shut down at midnight. The key in this story is an object called the GAD. GADs have the ability to reconstruct materials while reacting to feelings of an organic life. The size and shape of the resulting product seem to be different depending on the kinds of feelings that the life possesses. When Hajiki comes in contact with one by accident, it transforms into a huge robot—a Tekkoudo, or ""Iron Giant""—which Hajiki names Lightning. And soon he realizes that he isn't the only one with a Tekkoudo, and must find out how to deal with those others who he feels are the ""same"" as himself. (Source: ANN)",TV,26,"Apr 16, 2003 to Sep 25, 2003",Spring 2003,"Hal Film Maker, Media Factory, Imagica, Amber Film Works, Imagine","Funimation, Geneon Entertainment USA",Gonzo,Original,25 min. per ep.,PG-13 - Teens 13 or older,4887.0,4549,11943,22,582,5138,725,901
272,Noir,7.31,"Action, Mystery, Drama",Noir,ノワール,"Noir —a name that strikes fear in the hearts of those who know the history behind the moniker. Long ago it was the code name of a very successful and feared assassin and now it is being used by two women who want answers to questions they have about their lives. The main character in this series is a highly skilled assassin named Mireille Bouquet who is based out of France. One day, she receives a mysterious email from a girl named Kirika. Following up on the message, Mireille goes to meet this girl and discovers that not only does the girl have no idea who she really is, but she also has no idea why she is so skilled at killing people and why she feels no remorse when she does. Realizing that their lives are linked somehow, Mireille and Kirika team up and begin traveling the world together as they seek out the answers to their shared histories, while avoiding the grip of an organization known as Les Soldats. Will the two find the answers they are looking for? And will that truth free them, or ruin them?",TV,26,"Apr 6, 2001 to Sep 28, 2001",Spring 2001,Victor Entertainment,"ADV Films, Funimation",Bee Train,Original,24 min. per ep.,PG-13 - Teens 13 or older,2278.0,1475,94112,823,4002,40796,5187,5465
273,Mahoutsukai ni Taisetsu na Koto,6.75,"Slice of Life, Drama, Magic, Shounen",Someday's Dreamers,魔法遣いに大切なこと,"Yume Kikuchi, a girl who can use magic, goes to Tokyo to be an apprentice mage to the handsome Masami Oyamada (a professional mage). In Tokyo, Yume learns about magic, helping people, and various other things on her way to being a mage. But she soon also finds out that even just magic alone isn't enough to make someone truly happy... (Source: ANN)",TV,12,"Jan 10, 2003 to Mar 28, 2003",Winter 2003,"Rondo Robe, Pioneer LDC, Daiei","Sentai Filmworks, Geneon Entertainment USA",J.C.Staff,Manga,24 min. per ep.,PG-13 - Teens 13 or older,4700.0,3479,22151,38,945,7762,953,1008
274,Kiddy Grade,7.22,"Action, Sci-Fi, Super Power, Ecchi, Mecha",Kiddy Grade,キディ・グレイド,"In the distant future, humanity has taken to the skies and colonized many planets throughout the universe. An agency known as the Galactic Organization of Trade and Tariffs (GOTT) has been formed to maintain order. Within GOTT, a secret squad of enhanced human beings—known as the ES Unit—carry out secret missions to put a stop to major galactic crimes. Two such operatives are the lowly C-ranked Éclair and Lumière. Despite being on the bottom of the totem pole, the pair wield formidable powers: Éclair's superhuman strength and lipstick whip and Lumière's ability to take control of any computer. Together, they can take on any mission that GOTT throws at them. But as they complete more and more missions, the duo begin to uncover a major conspiracy that leaves them questioning everything they know about themselves and the entire galaxy.",TV,24,"Oct 9, 2002 to Mar 19, 2003",Fall 2002,gimik,Funimation,Gonzo,Original,23 min. per ep.,R+ - Mild Nudity,2683.0,2531,40312,279,1525,22208,1945,2430
275,Love♥Love?,5.91,"Ecchi, Comedy, Harem, Romance",Love♥Love?,LOVE♥LOVE?,"Naoto Ooizumi is the writer of the CosPrayers TV show, although this is a secret known only to the producer of the show, Mitsuki Ikuta. He has a crush on one of the actresses in the show, Natsumi Yagami. As the show proceeds so does their relationship, with many wacky twists and turns along the way. (Source: ANN)",TV,9,"May 4, 2004 to Jun 29, 2004",Spring 2004,m.o.e.,Maiden Japan,"Imagin, Studio Live",Original,15 min. per ep.,R+ - Mild Nudity,8506.0,3713,19439,15,705,11763,552,889
276,Mahoromatic: Automatic Maiden,7.18,"Comedy, Ecchi, Military, Romance, Sci-Fi",Mahoromatic:Automatic Maiden,まほろまてぃっく,"Vesper is a secret agency fighting an army of alien invaders by using super-powerful battle androids. Mahoro is Vesper's most powerful battle android and has won many battles, but she has little operating time left and soon will cease to function. However, if she lays down her arms and conserves her remaining power, the time she has left can be prolonged to just over a year. Mahoro is given an opportunity to live the remaining time she has as a normal human. She chooses to live as a maid for Suguru, a phenomenally messy middle school student who lives by himself after his family passed away. (Source: ANN)",TV,12,"Oct 5, 2001 to Dec 28, 2001",Fall 2001,"TBS, Pioneer LDC","Sentai Filmworks, Geneon Entertainment USA","Gainax, Shaft",Manga,24 min. per ep.,R+ - Mild Nudity,2860.0,2174,53422,198,2031,30964,1853,1793
